,6J6Y_1_ms_1K0.1.csv,6J6Y_1_ms_1K0.2.csv,6J6Y_1_ms_1K0.3.csv,6J6Y_1_ms_1K0.4.csv,6J6Y_1_ms_1K0.5.csv,6J6Y_1_ms_1K0.6.csv,6J6Y_1_ms_1K0.7.csv,6J6Y_1_ms_1K0.8.csv,6J6Y_1_ms_1K0.9.csv,6J6Y_1_ms_1K0.10.csv,6J6Y_1_ms_1K0.11.csv,6J6Y_1_ms_1K0.12.csv,6J6Y_1_ms_1K0.13.csv,6J6Y_1_ms_1K0.14.csv,6J6Y_1_ms_1K0.15.csv,6J6Y_1_ms_1K0.16.csv,6J6Y_1_ms_1K0.17.csv,6J6Y_1_ms_1K0.18.csv,6J6Y_1_ms_1K0.19.csv,6J6Y_1_ms_1K0.20.csv,6J6Y_1_ms_1K0.21.csv,6J6Y_1_ms_1K0.22.csv,6J6Y_1_ms_1K0.23.csv,6J6Y_1_ms_1K0.24.csv,6J6Y_1_ms_1K0.25.csv,6J6Y_1_ms_1K0.26.csv,6J6Y_1_ms_1K0.27.csv,6J6Y_1_ms_1K0.28.csv,6J6Y_1_ms_1K0.29.csv,6J6Y_1_ms_1K0.30.csv,6J6Y_1_ms_1K0.31.csv,6J6Y_1_ms_1K0.32.csv,6J6Y_1_ms_1K0.33.csv,6J6Y_1_ms_1K0.34.csv,6J6Y_1_ms_1K0.35.csv,6J6Y_1_ms_1K0.36.csv,6J6Y_1_ms_1K0.37.csv,6J6Y_1_ms_1K0.38.csv,6J6Y_1_ms_1K0.39.csv,6J6Y_1_ms_1K0.40.csv,6J6Y_1_ms_1K0.41.csv,6J6Y_1_ms_1K0.42.csv,6J6Y_1_ms_1K0.43.csv,6J6Y_1_ms_1K0.44.csv,6J6Y_1_ms_1K0.45.csv,6J6Y_1_ms_1K0.46.csv,6J6Y_1_ms_1K0.47.csv,6J6Y_1_ms_1K0.48.csv,6J6Y_1_ms_1K0.49.csv,6J6Y_1_ms_1K0.50.csv,6J6Y_1_ms_1K0.51.csv,6J6Y_1_ms_1K0.52.csv,6J6Y_1_ms_1K0.53.csv,6J6Y_1_ms_1K0.54.csv,6J6Y_1_ms_1K0.55.csv,6J6Y_1_ms_1K0.56.csv,6J6Y_1_ms_1K0.57.csv,6J6Y_1_ms_1K0.58.csv,6J6Y_1_ms_1K0.59.csv,6J6Y_1_ms_1K0.60.csv,6J6Y_1_ms_1K0.61.csv,6J6Y_1_ms_1K0.62.csv,6J6Y_1_ms_1K0.63.csv,6J6Y_1_ms_1K0.64.csv,6J6Y_1_ms_1K0.65.csv,6J6Y_1_ms_1K0.66.csv,6J6Y_1_ms_1K0.67.csv,6J6Y_1_ms_1K0.68.csv,6J6Y_1_ms_1K0.69.csv,6J6Y_1_ms_1K0.70.csv,6J6Y_1_ms_1K0.71.csv,6J6Y_1_ms_1K0.72.csv,6J6Y_1_ms_1K0.73.csv,6J6Y_1_ms_1K0.74.csv,6J6Y_1_ms_1K0.75.csv,6J6Y_1_ms_1K0.76.csv,6J6Y_1_ms_1K0.77.csv,6J6Y_1_ms_1K0.78.csv,6J6Y_1_ms_1K0.79.csv,6J6Y_1_ms_1K0.80.csv,6J6Y_1_ms_1K0.81.csv,6J6Y_1_ms_1K0.82.csv,6J6Y_1_ms_1K0.83.csv,6J6Y_1_ms_1K0.84.csv,6J6Y_1_ms_1K0.85.csv,6J6Y_1_ms_1K0.86.csv,6J6Y_1_ms_1K0.87.csv,6J6Y_1_ms_1K0.88.csv,6J6Y_1_ms_1K0.89.csv,6J6Y_1_ms_1K0.90.csv,6J6Y_1_ms_1K0.91.csv,6J6Y_1_ms_1K0.92.csv,6J6Y_1_ms_1K0.93.csv,6J6Y_1_ms_1K0.94.csv,6J6Y_1_ms_1K0.95.csv,6J6Y_1_ms_1K0.96.csv,6J6Y_1_ms_1K0.97.csv,6J6Y_1_ms_1K0.98.csv,6J6Y_1_ms_1K0.99.csv,6J6Y_1_ms_1K0.100.csv,6J6Y_1_ms_1K0.101.csv
6J6Y_1_ms_1K0.1.csv,0.0,7.893721316099016,7.9105906122564775,8.12397280972451,7.912789220690681,8.081227637859689,8.051085961338512,7.94420843574186,8.009695357742922,8.040575738979983,7.963599235799309,8.078005825903041,7.916588728403461,8.0840690753141,7.940085304856266,8.080361247558573,7.966100974421692,8.11060745563937,8.189910600360882,8.026431598685988,8.04738154374086,7.994025044451861,8.112167986536459,8.144156550527411,7.97632064629795,7.956196450403883,8.004098328206203,8.097182811866038,8.020138971734164,8.098034756176071,8.020927718981577,7.981938253727072,8.023028008543355,8.019086340058022,8.069780455500307,8.051085961338512,8.081846028826153,8.02040195661405,7.948597201900034,7.979749769745955,8.01829613851552,7.956336634044682,7.927612918961342,7.951136706650828,7.892676149897117,7.920228537328325,8.056807164408315,7.883521737651401,8.014732483981874,7.986980853850056,8.01314455192927,8.083081664717952,8.0540142211176,8.01407115203528,8.040189116125758,7.912935622857694,8.048276970727457,7.976870096861224,8.104099056143582,8.099372061098489,8.043149411742775,8.114683711133706,8.079494105974351,8.009163654952248,8.041091003708633,7.9892892261154955,7.9594157127544545,8.043149411742775,8.061865344135668,8.119815293490692,8.079122243559159,8.020007453354282,7.9926742405182445,8.188022235456497,7.895957286323276,8.078129933877138,8.071156057543025,8.126104249252581,8.02499303177341,8.133528713266927,7.979886690400649,8.092300585641974,7.970809472249533,8.034242104416226,8.024600335911307,7.989017929315134,8.247062848877691,8.039286414407357,8.113845839279074,8.189022402234322,8.027607070642667,8.081227637859689,8.020270472819238,8.209362831934834,8.085055511892238,8.081846028826153,8.148445666243235,8.036573409707312,7.97219011584866,8.05718741664688,7.993484941819233
6J6Y_1_ms_1K0.2.csv,7.893721316099016,0.0,7.776535028185241,7.836922748669972,7.758077133914081,7.866032127523352,7.951277601332286,7.944917605334024,7.884576510596324,7.986164860332727,7.969011781106478,7.9333666747657565,7.791026828399058,7.944633997844885,8.049171596641811,7.978653729082731,7.94150899530175,7.892526751226487,8.041219778417458,7.954512712107969,7.780386661515877,7.627154830686148,7.957457396280239,8.009429541686066,7.956196450403883,7.855234552312309,7.925591257622959,7.840549082955307,7.882012986610825,8.003028666384733,8.08886878916199,8.000215348165048,8.005700678662542,7.885329239273191,7.787547987816091,7.888184451972523,8.034371764059845,7.797291273547472,7.83739649522443,7.985348200426171,7.986300905499933,7.942077904433863,7.876562556766538,7.907798750917667,7.992809403051396,7.986164860332727,7.942077904433863,7.919210725535624,7.983167174479811,7.880199475459423,7.7725000529730615,8.082464037621547,7.945201132412759,8.00463273035653,7.934370187142997,7.9229859587111955,7.821803498303512,7.804822415888533,7.87777633327726,7.920083199053234,7.81375322137086,7.951981777123655,7.826921871601757,7.920083199053234,7.878534196140362,7.971361958451432,7.854148354672736,7.862651149967359,7.879594240155731,7.968319500012717,8.023683445415479,7.947890637891271,7.775359841279235,7.975633408280386,7.972603937497437,8.012084527979475,7.859104226671355,7.891928933244253,7.931069143600018,7.932505719051791,7.974257513732013,7.977693707065639,7.835658326184458,7.92342064682932,7.872912362599568,7.988339365130855,7.993755029599403,7.993755029599403,8.02040195661405,8.046613396218774,8.06211758275474,7.88878451199653,7.89655270164304,7.957597403280817,7.872912362599568,7.913228362906623,8.010359588919783,7.895212518284084,7.9213904837190405,7.853371776238119,7.960393434740296
6J6Y_1_ms_1K0.3.csv,7.9105906122564775,7.776535028185241,0.0,7.81035268372429,7.797948411734419,7.937660369640456,7.881861986233036,7.94831463620163,8.009562458546766,7.944492163932159,8.050065422915965,8.014600252576724,8.055157731819678,8.01102337918644,7.963877516029295,8.144969417087875,7.888034380688382,7.975633408280386,8.163940954755008,8.062243678209164,7.979749769745955,7.918191876746522,8.054776706857934,7.91088403948863,7.8472936775759825,7.902783251393676,7.929054464547576,7.881861986233036,7.946334437534767,8.02995387745639,7.990102675184212,7.981801613704997,7.925157512224703,7.925157512224703,7.843064016692054,7.956056247108876,7.918191876746522,7.850103545175582,7.94420843574186,7.956056247108876,8.018164377529757,8.068778827771643,7.913813586039639,7.9705331146410305,7.9852120255774555,8.124446855715847,8.056680381523837,7.848074988655654,7.98371287708544,7.9105906122564775,7.909856667269403,7.997394092851138,7.880804344674901,7.939800323378134,8.032295189660163,7.825644732219989,7.9287663216266955,7.920228537328325,7.91556720332375,8.053251153549096,7.96693349840484,7.9852120255774555,7.959695159451816,7.909856667269403,7.816658792422274,8.052232823522196,8.005700678662542,8.016977746762262,7.991186245654583,8.053251153549096,7.959275960116396,7.965823312334665,7.988475114808659,8.059971523735038,7.992268643270745,8.008631669303314,7.9679039011981185,7.917609211034479,7.951559331155252,8.04250661426612,8.002761072056135,8.041992078623176,8.119339046309408,8.098156403277978,7.897593826151451,8.114922974204593,7.994294986415977,7.962763930168115,8.068402958569699,8.106755741681516,8.194229304819817,8.081103913764265,8.09437844497296,8.000617735669639,7.942077904433863,8.038770218757747,8.100950210136194,7.945201132412759,7.963738385594287,7.986164860332727,8.081227637859689
6J6Y_1_ms_1K0.4.csv,8.12397280972451,7.836922748669972,7.81035268372429,0.0,7.937374696163295,7.913228362906623,7.862805079006376,7.97219011584866,8.032035314398824,8.099857910737585,8.136927884329815,8.000617735669639,8.126813720726114,8.183788245844491,8.045972822242605,8.019086340058022,8.003429923662903,8.081846028826153,8.234830280442056,8.0540142211176,8.137863556912698,8.085548365524687,8.15903142842394,8.109164800904908,8.094134214907026,8.081722381221667,8.100100747067094,8.02917222030351,7.97632064629795,8.026170194946426,8.126813720726114,8.124802242795345,7.99645190286287,7.99645190286287,7.8547691834991324,7.975633408280386,7.962485339833397,8.011686729127847,7.978379531110078,8.093523378653227,8.078874258436995,8.142994165182072,7.979612830341427,8.077260854425825,8.11108787842065,8.096208271650037,8.081846028826153,7.98711678805811,8.137746645706626,8.120410283690907,7.900266036767701,8.156165932738642,8.0540142211176,8.086779437944108,8.084808993956809,8.094500537641448,7.9105906122564775,8.005834092044102,8.009562458546766,8.121480374750751,8.039286414407357,8.200178424491957,8.088623209592976,8.087640287778983,8.09132127353041,8.07750923992139,8.005834092044102,8.094988759303774,7.911030720823693,8.125039097367745,8.084562415235304,8.186130297882533,7.931931336497229,8.151102630782095,8.0507033814703,8.178414296503103,8.182894590735865,8.13481941453147,7.957877358489813,8.00383101999825,8.162573277313642,8.184569539483206,8.078129933877138,8.101920142316986,7.993214781071947,8.10349427838097,8.07402621612406,8.0702808933939,8.196987927258897,8.119339046309408,8.287125725029203,8.05236017150072,8.109525659752872,8.032944582500699,8.090463588003349,8.181776397619242,8.104703468371108,8.108442692316544,8.054268447634795,7.992268643270745,8.003429923662903
6J6Y_1_ms_1K0.5.csv,7.912789220690681,7.758077133914081,7.797948411734419,7.937374696163295,0.0,7.748805089465578,7.879594240155731,7.830107602234888,7.980571012606236,7.966239776559467,7.825644732219989,7.979475872181931,7.973293259920817,8.035278911144667,7.942077904433863,7.994294986415977,8.01407115203528,7.958297144405163,8.00383101999825,7.926746993088212,7.934226889872564,7.916005127569855,8.02499303177341,8.098278035583668,8.001288021906948,7.909416041573796,7.9892892261154955,7.838816389759742,7.894765391068944,8.02407650143102,7.992133407622422,7.951981777123655,7.951559331155252,7.841492924460013,7.813591552952433,7.940655024284865,7.911617231104436,7.899524472032198,7.8667989399219405,7.911763804941269,8.003697339094368,7.949867760410762,7.953810316911571,7.869554606087058,7.987252703790564,8.038512020976814,8.100707580024608,7.888034380688382,7.985756613746123,7.912789220690681,7.84165014480465,7.946192844614177,8.026170194946426,7.993214781071947,7.903670169411904,7.80057265467065,8.0521054593241,7.946759096044936,8.038382897082258,7.932362154339751,7.945201132412759,8.054268447634795,8.034371764059845,8.076515327552329,8.064510681698957,7.9830307022858085,7.957177323459475,8.037220031133012,7.993214781071947,8.007034012193408,7.903965634032166,8.063755584758978,7.949867760410762,8.032425101969537,8.035278911144667,8.02904188468912,7.892377330232559,8.0363146440182,7.9294865233142895,7.995778366095978,7.92991839548684,8.08665639887905,8.02904188468912,8.041992078623176,7.801063934464368,7.9868449011613825,8.018954683155718,8.058960017769417,8.148445666243235,8.087886108822502,8.076515327552329,7.974257513732013,8.018164377529757,7.998604177032413,7.9913216094449755,8.121123804948436,8.102768061936562,8.016977746762262,7.948455929031254,8.025516386489008,8.01803259918075
6J6Y_1_ms_1K0.6.csv,8.081227637859689,7.866032127523352,7.937660369640456,7.913228362906623,7.748805089465578,0.0,7.865725237847781,7.926602599181384,8.021978415164394,7.966100974421692,8.05236017150072,7.994294986415977,8.103252264827029,8.112167986536459,7.966378559433884,8.0861640911768,7.924578892217239,8.05718741664688,8.089237045472542,8.024731251667205,8.035408436434661,7.949444420250626,8.064636475774222,8.00383101999825,8.096208271650037,7.925302114929026,8.075893630298857,7.8632667240095735,7.924578892217239,8.042120737356065,7.977556485796127,8.007167247820812,8.089850504788755,7.932074963068391,7.883672487632843,7.938802248154481,7.925157512224703,8.036444035232716,7.99779761696718,8.027476530860483,8.012084527979475,7.958716754174241,7.969011781106478,7.95773739068218,8.14450500282201,8.077633409537244,8.018954683155718,7.966378559433884,8.057060681965766,8.016053837239667,7.941366717432833,8.04237800517328,8.07750923992139,8.07352764949277,8.012349639327795,7.935658939379792,8.002091772787459,8.020796304302367,7.965962153015208,8.065139493893481,7.954091334195983,8.104219967817752,8.060350574848302,8.13082457899906,8.089727843028406,8.06413320450039,8.008099400495006,8.128939120038428,7.957317369674955,8.089973151505044,8.073776963879501,8.21716859576607,7.982211477772488,8.087148464333682,8.143575526747194,8.076515327552329,8.07352764949277,8.018427882142612,8.000751828864612,7.9493032670285695,8.139848959024727,8.131530710604252,8.101071503119543,8.07153089355666,7.869554606087058,8.079370167199947,8.132471444445972,8.084315775697736,8.197318451142255,8.080361247558573,8.226198973193853,7.991592282068092,8.079370167199947,8.119815293490692,8.062243678209164,8.242229891372231,8.135991335443752,8.150525630015984,8.200288260287554,7.9948346518365225,7.995778366095979
6J6Y_1_ms_1K0.7.csv,8.051085961338512,7.951277601332286,7.881861986233036,7.862805079006376,7.879594240155731,7.865725237847781,0.0,7.960672608388117,7.804332979546272,7.989967146282466,8.089850504788755,7.912789220690681,8.124091342291472,8.177852845699515,7.971085753505607,8.012084527979475,7.900266036767701,8.053887083618223,8.130589090948991,8.021321859432058,8.022372141791962,7.9868449011613825,8.118505067587098,8.048788283534199,7.925157512224703,8.041734711487537,8.033204221603807,7.820840879907344,7.900266036767701,7.964572877993201,8.08295816981196,7.961370201719511,8.03825375651257,7.871387507165342,7.858331488822842,7.9996785794994505,7.96346006663897,7.8606479133008405,7.81923445385907,7.9724660159745655,8.056680381523837,7.982757702011113,7.959275960116396,7.92991839548684,8.087640287778983,8.038899292652731,7.9105906122564775,8.016977746762262,8.048149101665201,7.956196450403883,7.946192844614177,7.979201899577477,8.025254743368729,8.002493406101646,7.994160024542502,7.954091334195983,7.931931336497229,7.92342064682932,8.081722381221667,7.97632064629795,8.05807410997244,8.136342644071993,8.060855752934316,7.995374026175381,8.142296084874491,8.14159751691035,7.877473027239144,7.997259548619519,7.994429930077204,8.11108787842065,8.008631669303314,7.983985616757116,7.982757702011113,8.08394570229562,8.021847138498632,7.974532844130228,7.994429930077204,7.9208096792886,7.978242403924399,7.896255038298083,8.061486866871327,8.016977746762262,8.06777619577889,8.037220031133012,7.996317231796746,8.076142355583064,8.06739994945853,8.105549032231357,8.116357351691736,7.965545573129992,8.142528832460785,8.049427057110695,8.128939120038428,8.009695357742922,7.969011781106478,8.156510226079966,8.083081664717952,8.012084527979475,8.09376775793108,8.01407115203528,7.996317231796746
6J6Y_1_ms_1K0.8.csv,7.94420843574186,7.944917605334024,7.94831463620163,7.97219011584866,7.830107602234888,7.926602599181384,7.960672608388117,0.0,7.810677043117338,8.07924621306282,7.905736590811429,8.035149369075699,8.072654559321935,8.132471444445972,7.982757702011113,8.010625157902888,7.99779761696718,8.046869510959576,8.175603884895546,7.952685457400387,8.020927718981577,8.028781162487148,8.064510681698957,8.147867129923947,8.030084094267563,8.01102337918644,7.9868449011613825,8.093278939639543,8.077136638538454,8.034242104416226,8.006634198767678,8.05718741664688,7.9727418400005865,7.895361516272887,8.048532659810926,8.021059116393236,8.068402958569699,7.993214781071947,7.995778366095979,8.064762254027329,7.9913216094449755,8.043020885298283,8.006900758811906,7.993349870568943,8.19157384851279,8.14404037277532,8.024862150286411,8.090831257595088,8.148445666243235,8.01407115203528,8.040833404531526,8.044305406990638,7.958856584979195,8.075147083045072,8.032165260471388,8.021847138498632,7.8759551155937215,7.94420843574186,8.215222859556057,8.190576231625752,8.04725356012259,8.18423477409482,8.096208271650037,8.00463273035653,8.06677255750621,8.02995387745639,8.05807410997244,8.150525630015984,8.009562458546766,8.135874205136151,8.103857188927504,8.13517113503454,8.043020885298283,7.965545573129992,8.08800899668748,8.085794701281568,8.083328608786376,8.153177081220612,8.157427762559063,8.03825375651257,8.1101268019411,8.252706676567644,8.082093278178382,8.090708716083997,8.098034756176071,8.239910194001379,8.305286272028015,8.169959254870976,8.253540096763818,8.232706009860976,8.125275895853342,8.10349427838097,8.133528713266927,8.116118431609365,8.218247926685745,8.261526448396468,8.132353901101729,8.078129933877138,8.116835020676218,7.967349500629518,8.073402968986406
6J6Y_1_ms_1K0.9.csv,8.009695357742922,7.884576510596324,8.009562458546766,8.032035314398824,7.980571012606236,8.021978415164394,7.804332979546272,7.810677043117338,0.0,8.071655807678363,8.053887083618223,7.924723578609736,8.101071503119543,8.128585200374497,8.103857188927504,8.125039097367745,7.974257513732013,8.072529769903916,8.18646442942209,8.087148464333682,8.006767487671574,7.993890046139134,8.01855960841561,8.133058954009902,8.090341001426426,8.16598897003451,8.007966289013943,7.855854707370945,7.997394092851138,7.971776122880628,8.002225668482911,8.091688627970345,8.17131687471973,8.062747901086354,8.028259514066345,8.113965578248266,8.13938216008989,7.883220169494712,7.842749995650064,7.931931336497229,8.075271546297458,8.025254743368729,7.989831599010147,7.993755029599403,8.08493226052091,8.009828239279228,7.918191876746522,8.140665333202671,8.141131533677315,8.032035314398824,7.990238185720363,8.22330523557627,8.053887083618223,8.178975432256562,8.061739200963,8.077136638538454,8.065893546964274,7.920228537328325,8.099857910737585,8.041219778417458,7.998335395952982,8.122430606441208,8.144156550527411,8.041219778417458,8.148329985752621,8.021978415164394,7.959275960116396,8.016977746762262,8.071281018492892,8.148561333353422,8.0925452638913,7.88788428687947,8.068778827771643,8.056173089185753,7.973155433444133,8.070531018457736,8.08493226052091,8.03825375651257,7.979338895262328,7.922406080469374,8.137746645706626,8.005300331689824,7.985756613746123,8.06551659150338,8.07750923992139,8.0519780789023,8.240648863374913,8.200837258379849,8.150179269682326,8.095354769190127,8.24233520441535,8.011951945944148,8.13505390861157,8.134232938648143,8.081227637859689,8.219002765779116,8.093156697722637,8.08394570229562,8.057947487623426,8.05528470788486,8.184569539483206
6J6Y_1_ms_1K0.10.csv,8.040575738979983,7.986164860332727,7.944492163932159,8.099857910737585,7.966239776559467,7.966100974421692,7.989967146282466,8.07924621306282,8.071655807678363,0.0,7.982757702011113,8.074399978042074,8.033334015880062,8.1162378987859,8.023814481253968,8.167919362957816,8.059971523735038,8.102525872543273,8.136693829325822,8.159946655578548,8.093523378653227,8.072529769903916,8.07065605753261,8.020007453354282,7.961788524252279,8.056807164408315,8.120410283690907,7.945626272361061,8.029693392953744,8.07352764949277,7.980023592310645,7.977693707065639,8.09132127353041,8.018954683155718,7.9594157127544545,7.949867760410762,7.907357217317147,7.971776122880628,7.94420843574186,8.015393378857558,7.795646536334594,7.934083572065082,7.932074963068391,7.980707820869669,8.142412465439067,8.041734711487537,8.072529769903916,8.079370167199947,8.132471444445972,8.040575738979983,8.083822314054364,8.057947487623426,8.032035314398824,8.005433798490156,8.03618523605943,7.857093864902493,8.136693829325822,7.982757702011113,8.07153089355666,8.093156697722637,8.134584865451,8.03825375651257,7.950431935319943,8.07215530818825,8.005033344637111,8.086779437944108,8.10784053658088,8.064636475774222,8.175603884895546,8.054522609537294,8.11312710422178,8.056046225880793,8.034890234583449,8.047765396346175,7.992268643270745,8.12716826779595,8.018164377529757,8.09839965309674,7.951559331155252,8.0519780789023,8.030995137474976,8.120648180682632,8.082464037621547,8.07750923992139,7.899079269086505,8.09437844497296,8.085794701281568,8.21932609390609,8.07215530818825,8.056807164408315,8.16803279951854,8.059845141428394,8.08530196907155,8.072529769903916,8.073028834168797,8.192349085275689,8.224270745494112,8.05718741664688,8.048532659810926,8.041219778417458,7.980297339917063
